chapter_id,chapter_name,section_id,section_name,req_id,req_description,L
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.5,認可サーバは、できれば送信者制約リフレッシュトークン、つまり、Demonstrating Proof of Possession (DPoP)、または相互 TLS (mTLS) を使用した Certificate-Bound Access Tokens を使用して、パブリッククライアントに対するリフレッシュトークンリプレイ攻撃を軽減している。L1 および L2 アプリケーションの場合、リフレッシュトークンローテーションを使用できる。リフレッシュトークンローテーションを使用する場合、認可サーバが使用後にリフレッシュトークンを無効化する必要があり、すでに使用されて無効化されたリフレッシュトークンが提供された場合には、その認可のためのすべてのリフレッシュトークンを失効している。,1
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.6,コードグラントを使用する場合、認可サーバはコード交換のための証明鍵 (PKCE) を要求することで認可コード傍受攻撃を軽減している。認可リクエストでは、認可サーバは有効な 'code_challenge' 値を要求する必要があり、'plain' の 'code_challenge_method' 値を受け入れてはいけない。トークンリクエストでは、'code_verifier' パラメータのバリデーションを要求する必要がある。,2
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.7,認可サーバが認可されていない動的クライアント登録をサポートしている場合、悪意のあるクライアントアプリケーションのリスクを緩和している。登録された URI などのクライアントメタデータを検証し、ユーザーの同意を確保し、信頼できないクライアントアプリケーションでの認可リクエストを処理する前にユーザに警告する必要がある。,2
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.8,リフレッシュトークンは、スライディングリフレッシュトークン有効期限が適用されている場合も含め、絶対的な有効期限を持つ。,2
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.9,悪意のあるクライアントや盗まれたトークンのリスクを軽減するために、認可されたユーザが認可サーバのユーザインタフェースを使用して、リフレッシュトークンとリファレンスアクセストークンを失効させることができる。,2
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.10,コンフィデンシャルクライアントは、トークンリクエスト、プッシュ認可リクエスト (PAR)、トークン失効リクエストなどのクライアントから認可済みサーバへのバックチャネルリクエストに対して認証されている。,2
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.11,認可サーバ設定では、必要なスコープのみを OAuth クライアントに割り当てている。,2
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.12,特定のクライアントに対して、認可サーバはこのクライアントが使用する必要がある 'response_mode' 値のみを許可している。たとえば、認可サーバがこの値を期待値と検証したり、プッシュ認可リクエスト (PAR) や JWT で保護された認可リクエスト (JAR) を使用している。,3
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.13,'code' グラントタイプは常にプッシュ認可リクエスト (PAR) と一緒に使用されている。,3
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.14,認可サーバは、相互 TLS (mTLS) を使用した証明書バインドアクセストークン、または DPoP バインドアクセストークン (Demonstration of Proof of Possession) のいずれかを使用して、送信者制約 (Proof-of-Possession) アクセストークンのみを発行する。,3
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.15,サーバサイドクライアント (エンドユーザデバイス上で実行されない) では、認可サーバは 'authorization_details' パラメータ値がクライアントバックエンドからのものであり、ユーザがそれを改竄していないことを確保している。たとえば、プッシュ認可リクエスト (PAR) または JWT で保護された認可リクエスト (JAR) の使用を要求する。,3
V10,OAuth と OIDC,V10.4,OAuth 認可サーバ,V10.4.16,"クライアントはコンフィデンシャルであり、認可サーバは相互 TLS ('tls_client_auth', 'self_signed_tls_client_auth') や秘密鍵 JWT ('private-key-jwt') などの強力なクライアント認証方法 (公開鍵暗号に基づき、リプレイ攻撃に耐性がある) の使用を要求する。",3
V10,OAuth と OIDC,V10.5,OIDC クライアント,V10.5.1,クライアント (依拠当事者) は ID トークンのリプレイ攻撃を軽減している。たとえば、ID トークンの 'nonce' クレームが OpenID プロバイダへの認証リクエスト (OAuth2 では認可サーバに送信される認可リクエストと呼ばれる) で送信された 'nonce' 値と一致することを確認している。,2
V10,OAuth と OIDC,V10.5,OIDC クライアント,V10.5.2,クライアントは ID トークンクレーム (通常は 'sub' クレーム) からユーザを一意に識別するが、(ID プロバイダのスコープでは) 他のユーザに再割り当てできない。,2
V10,OAuth と OIDC,V10.5,OIDC クライアント,V10.5.3,クライアントは悪意のある認可サーバが認可サーバメタデータを通じて別の認可サーバになりすまそうとする試みを拒否する。認可サーバメタデータの発行者 URL が、クライアントが期待する事前設定された発行者 URL と正確に一致しない場合、クライアントは認可サーバメタデータを拒否する必要がある。,2
V10,OAuth と OIDC,V10.5,OIDC クライアント,V10.5.4,クライアントは、トークンの 'aud' クレームがクライアントの 'client_id' 値と等しいことをチェックすることで、ID トークンがそのクライアント (オーディエンス) のために使用されることを意図していることを検証している。,2
V10,OAuth と OIDC,V10.5,OIDC クライアント,V10.5.5,OIDC バックチャネルログアウトを使用する場合、依拠当事者は強制ログアウトと、ログアウトフローにおける JWT 間の混乱によってサービス拒否を緩和している。クライアントは、ログアウトトークンが 'logout+jwt' の値で正しくタイプされていること、正しいメンバー名を持つ 'event' クレームを含むこと、'nonce' クレームを含まないことを検証する必要がある。有効期限を短く (例: 2 分) 設定することも推奨されることに注意する。,2
V10,OAuth と OIDC,V10.6,OpenID プロバイダ,V10.6.1,"OpenID プロバイダはレスポンスモードに 'code', 'ciba', 'id_token', 'id_token code' の値のみを許可している。'code' は 'id_token code' (OIDC ハイブリッドフロー) よりも優先されること、'token' (任意の暗黙的フロー) は使用してはならないことに注意する。",2
V10,OAuth と OIDC,V10.6,OpenID プロバイダ,V10.6.2,OpenID プロバイダは強制ログアウトによってサービス拒否を緩和している。エンドユーザから明示的な確認を得るか、'id_token_hint' などの (依拠当事者によって開始される) ログアウトリクエスト内のパラメータが存在する場合はそれを検証している。,2
V10,OAuth と OIDC,V10.7,同意管理,V10.7.1,認可サーバは、ユーザが各認可リクエストに同意することを確保している。クライアントのアイデンティティを保証できない場合、認可サーバは常に明示的にユーザに同意を求める必要がある。,2
V10,OAuth と OIDC,V10.7,同意管理,V10.7.2,認可サーバはユーザの同意を求める場合、同意される内容について十分かつ明確な情報を提示している。該当する場合、これにはリクエストされた認可の性質 (通常はスコープ、リソースサーバ、リッチ認可リクエスト (RAR) 認可の詳細に基づく)、認可されたアプリケーションのアイデンティティ、これらの認可の有効期間を含む。,2
V10,OAuth と OIDC,V10.7,同意管理,V10.7.3,ユーザは、認可サーバを通じてユーザが付与した同意を確認、変更、取消できる。,2
V11,暗号化,V11.1,暗号インベントリとドキュメント,V11.1.1,NIST SP 800-57 などの鍵管理標準に準拠した暗号鍵の管理と暗号鍵のライフサイクルに関するポリシーが文書化されている。これには鍵が過剰共有 (たとえば、共有シークレットでは二つより多いエンティティ、秘密鍵では一つより多いエンティティ) されないようにすることも含む必要がある。,2
V11,暗号化,V11.1,暗号インベントリとドキュメント,V11.1.2,暗号インベントリは、実行され、維持され、定期的に更新され、アプリケーションで使用されるすべての暗号鍵、アルゴリズム、証明書を含む。また、システム内で鍵を使用できる場所とできない場所、および鍵を使用して保護できるデータと保護できないデータの種類を文書化する必要がある。,2
V11,暗号化,V11.1,暗号インベントリとドキュメント,V11.1.3,暗号検出メカニズムが採用され、暗号化、ハッシュ化、署名操作など、システム内のすべての暗号インスタンスを識別している。,3
V11,暗号化,V11.1,暗号インベントリとドキュメント,V11.1.4,暗号インベントリが維持されている。これには、将来の脅威に対応するために、ポスト量子暗号などの新しい標準への移行パスを概説する、文書化された計画を含む必要がある。,3
V11,暗号化,V11.2,安全な暗号の実装,V11.2.1,暗号操作には業界で検証済みの実装 (ライブラリやハードウェアアクセラレーション実装を含む) が使用される。,2
V11,暗号化,V11.2,安全な暗号の実装,V11.2.2,アプリケーションは、乱数、認証された暗号化、MAC、ハッシュアルゴリズム、鍵長、ラウンド、暗号やモードをいつでも再構成、アップグレード、または交換できるように、暗号の敏捷性を考慮して設計され、暗号解読から保護している。同様に、鍵とパスワードを置換してデータを再暗号化することも可能である必要がある。これにより、承認済みポスト量子暗号 (PQC) スキームや標準の高保証実装が広く利用可能になると、PQC へのシームレスなアップグレードが可能になる。,2
V11,暗号化,V11.2,安全な暗号の実装,V11.2.3,すべての暗号プリミティブは、アルゴリズム、鍵サイズ、構成に基づいて、最低でも 128 ビットのセキュリティを利用している。たとえば、256 ビットの ECC 鍵はおよそ 128 ビットのセキュリティを提供するが、RSA では 128 ビットのセキュリティを実現するために 3072 ビットの鍵を必要とする。,2
V11,暗号化,V11.2,安全な暗号の実装,V11.2.4,情報の漏洩を防ぐために、比較、計算、リターンの際に「短絡」操作がなく、すべての暗号操作は一定時間となっている。,3
V11,暗号化,V11.2,安全な暗号の実装,V11.2.5,すべての暗号モジュールは失敗した場合の安全対策が施されており、パディングオラクル攻撃などの脆弱性を許さない方法でエラーが処理される。,3
V11,暗号化,V11.3,暗号アルゴリズム,V11.3.1,安全でないブロックモード (ECB など) や脆弱なパディングスキーム (PKCS#1 v1.5 など) を使用していない。,1
V11,暗号化,V11.3,暗号アルゴリズム,V11.3.2,AES with GCM などの承認済み暗号とモードのみを使用している。,1
V11,暗号化,V11.3,暗号アルゴリズム,V11.3.3,暗号化されたデータは、できれば承認済みで認証済みの暗号方式を使用するか、承認済み暗号方式と承認済み MAC アルゴリズムを組み合わせることによって、認可されていない改変から保護している。,2
V11,暗号化,V11.3,暗号アルゴリズム,V11.3.4,ナンス、初期化ベクトル、その他の使い捨て番号は複数の暗号鍵とデータ要素のペアに使用していない。生成手法は、使用されるアルゴリズムに適したものである必要がある。,3
V11,暗号化,V11.3,暗号アルゴリズム,V11.3.5,暗号アルゴリズムと MAC アルゴリズムの組み合わせは encrypt-then-MAC モードで動作している。,3
V11,暗号化,V11.4,ハッシュ化とハッシュベース関数,V11.4.1,デジタル署名、HMAC、KDF、ランダムビット生成など、一般的な暗号ユースケースには、承認済みハッシュ関数のみが使用されている。MD5 などの許可されていないハッシュ関数はいかなる暗号目的にも使用してはならない。,1
V11,暗号化,V11.4,ハッシュ化とハッシュベース関数,V11.4.2,パスワードは、現在のガイダンスに基づいて設定されたパラメータを用いた、承認済み計算集約型の鍵導出関数 (「パスワードハッシュ関数」とも呼ばれる) を使用して保存されている。この設定は、セキュリティとパフォーマンスのバランスをとり、必要なセキュリティレベルに対してブルートフォース攻撃を十分に困難にすべきである。,2
V11,暗号化,V11.4,ハッシュ化とハッシュベース関数,V11.4.3,データ認証やデータ完全性の一部としてデジタル署名に使用されるハッシュ関数は衝突耐性があり、適切なビット長を有している。衝突耐性が必要な場合、出力長は少なくとも 256 ビットである必要がある。第二原像攻撃攻撃への耐性のみが必要な場合、出力長は少なくとも 128 ビットである必要がある。,2
V11,暗号化,V11.4,ハッシュ化とハッシュベース関数,V11.4.4,アプリケーションは、パスワードから秘密鍵を導出する際に、鍵ストレッチパラメータを備えた承認済み鍵導出関数を使用している。使用するパラメータは、ブルートフォース攻撃によって生成された暗号鍵が侵害されることを防ぐために、セキュリティとパフォーマンスのバランスをとる必要がある。,2
V11,暗号化,V11.5,乱数値,V11.5.1,推測不可能であることを意図したすべての乱数と文字列は、暗号論的に安全な疑似乱数生成器 (CSPRNG) を使用して生成され、少なくとも 128 ビットのエントロピーを持つ必要がある。UUID はこの条件を満たさないことに注意する。,2
V11,暗号化,V11.5,乱数値,V11.5.2,使用されている乱数生成メカニズムは、負荷が高い場合でも安全に機能するように設計されている。,3
V11,暗号化,V11.6,公開鍵暗号,V11.6.1,鍵の生成とシード、およびデジタル署名の生成と検証には、承認済みの暗号アルゴリズムと動作モードのみが使用される。鍵生成アルゴリズムはフェルマー因数分解に対して脆弱な RSA 鍵など、既知の攻撃に対して脆弱な安全でない鍵を生成してはいけない。,2
V11,暗号化,V11.6,公開鍵暗号,V11.6.2,承認済み暗号アルゴリズム (Diffie-Hellman など) を鍵交換に使用し、鍵交換メカニズムが安全なパラメータを使用することに重点を置いている。これにより、Adversary-in-the-Middle 攻撃や暗号解読につながる可能性のある鍵確立プロセスへの攻撃を防ぐ。,3
V11,暗号化,V11.7,使用中のデータの暗号化,V11.7.1,フルメモリ暗号化を使用して、使用中の機密データを保護し、認可されていないユーザやプロセスによるアクセスを防いでいる。,3
V11,暗号化,V11.7,使用中のデータの暗号化,V11.7.2,データの最小化により、処理中に露出するデータの量を最小限に抑え、使用後すぐに、または可能な限り速やかにデータが暗号化されることを確保している。,3
V12,安全な通信,V12.1,一般的な TLS セキュリティガイダンス,V12.1.1,TLS 1.2 や TLS 1.3 など、最新の推奨バージョンの TLS プロトコルのみが有効である。最新バージョンの TLS プロトコルを優先オプションにする必要がある。,1
V12,安全な通信,V12.1,一般的な TLS セキュリティガイダンス,V12.1.2,推奨暗号スイートのみが有効であり、最も強力な暗号スイートが優先的に設定されている。L3 アプリケーションは前方秘匿性を提供する暗号スイートのみをサポートする必要がある。,2
V12,安全な通信,V12.1,一般的な TLS セキュリティガイダンス,V12.1.3,アプリケーションは、認証または認可に証明書 ID を使用する前に、mTLS クライアント証明書が信頼できることを検証している。,2
V12,安全な通信,V12.1,一般的な TLS セキュリティガイダンス,V12.1.4,Online Certificate Status Protocol (OCSP) Stapling などの証明書の失効を適切にチェックできる機能を設定し、有効にしている。,3
V12,安全な通信,V12.1,一般的な TLS セキュリティガイダンス,V12.1.5,アプリケーションの TLS 設定で Encrypted Client Hello (ECH) を有効にしており、TLS ハンドシェイクプロセス時に Server Name Indication (SNI) などの機密性の高いメタデータの開示を防いでいる。,3
V12,安全な通信,V12.2,外部向けサービスとの HTTPS 通信,V12.2.1,TLS がクライアントと外部向けの HTTP ベースのサービス間のすべての接続に使用されており、安全でない通信や非暗号化通信にフォールバックしない。,1
V12,安全な通信,V12.2,外部向けサービスとの HTTPS 通信,V12.2.2,外部向けサービスが公的に信頼できる TLS 証明書を使用している。,1
V12,安全な通信,V12.3,一般的なサービス間通信セキュリティ,V12.3.1,監視システム、管理ツール、リモートアクセス、SSH、ミドルウェア、データベース、メインフレーム、パートナーシステム、外部 API など、アプリケーションとのすべてのインバウンドおよびアウトバウンドの接続に、TLS などの暗号化プロトコルが使用されている。サーバは安全でないプロトコルや暗号化されていないプロトコルにフォールバックしてはいけない。,2
V12,安全な通信,V12.3,一般的なサービス間通信セキュリティ,V12.3.2,TLS クライアントは TLS サーバと通信する前に受信した証明書を検証している。,2
V12,安全な通信,V12.3,一般的なサービス間通信セキュリティ,V12.3.3,アプリケーション内の HTTP ベースの内部サービス間のすべての接続に TLS または別の適切なトランスポート暗号化メカニズムが使用されており、安全でない通信や暗号化されていない通信にフォールバックしていない。,2
V12,安全な通信,V12.3,一般的なサービス間通信セキュリティ,V12.3.4,内部サービス間の TLS 接続には信頼できる証明書が使用されている。内部で生成された証明書または自己署名証明書を使用する場合、受け側のサービスは特定の内部認証局や特定の自己署名証明書のみを信頼するように構成する必要がある。,2
V12,安全な通信,V12.3,一般的なサービス間通信セキュリティ,V12.3.5,システム内で通信するサービス (サービス内通信) は強力な認証を使用して、各エンドポイントが検証されていることを確保している。TLS クライアント認証などの強力な認証方式を採用し、公開鍵インフラストラクチャとリプレイ攻撃に耐性のあるメカニズムを使用して、アイデンティティを確認する必要がある。マイクロサービスアーキテクチャの場合は、サービスメッシュを使用して証明書管理を簡素化し、セキュリティを強化することを検討する。,3
V13,構成,V13.1,構成ドキュメント,V13.1.1,アプリケーションのすべての通信が文書化されている。これには、アプリケーションが依存する外部サービスや、アプリケーションが接続する外部ロケーションをエンドユーザが提供できる可能性がある場合を含む必要がある。,2
V13,構成,V13.1,構成ドキュメント,V13.1.2,アプリケーションが使用する各サービスについて、ドキュメントでは同時接続最大数 (接続プールの制限など) と、その制限に達した際のアプリケーションの動作 (フォールバックやリカバリのメカニズムを含む) を定義し、サービス拒否状態を防いでいる。,3
V13,構成,V13.1,構成ドキュメント,V13.1.3,アプリケーションドキュメントでは、使用するすべての外部システムやサービス (データベース、ファイルハンドル、スレッド、HTTP 接続) のリソース管理戦略を定義している。これには、リソース解放手順、タイムアウト設定、障害処理、再試行ロジックが実装されている場合、再試行制限、遅延、バックオフアルゴリズムの指定を含む。同期 HTTP リクエストレスポンス操作では、短いタイムアウトを義務付け、再試行を無効にするか、再試行回数を厳しく制限して、連鎖的な遅延やリソース枯渇を防ぐ必要がある。,3
V13,構成,V13.1,構成ドキュメント,V13.1.4,アプリケーションのドキュメントでは、組織の脅威モデルとビジネス要件に基づいて、アプリケーションのセキュリティにとって重要なシークレットとそれらを入れ替えるスケジュールを定義している。,3
V13,構成,V13.2,バックエンド通信構成,V13.2.1,API、ミドルウェア、データレイヤなど、アプリケーションの標準ユーザセッションメカニズムをサポートしていないバックエンドアプリケーションコンポーネント間の通信は認証されている。認証は、パスワード、API キー、特権アクセスを備えた共有アカウントなどの不変のクレデンシャルではなく、個別のサービスアカウント、短期トークン、証明書ベースの認証を使用する必要がある。,2
V13,構成,V13.2,バックエンド通信構成,V13.2.2,ローカルまたはオペレーティングシステムのサービス、API、ミドルウェア、データレイヤなどのバックエンドアプリケーションコンポーネント間の通信は最小限の権限が割り当てられたアカウントで実行されている。,2
V13,構成,V13.2,バックエンド通信構成,V13.2.3,サービス認証にクレデンシャルを使用する必要がある場合、コンシューマが使用するデフォルトクレデンシャル (root/root や admin/admin など) ではない。,2
V13,構成,V13.2,バックエンド通信構成,V13.2.4,許可リストを使用して、アプリケーションが通信 (アウトバウンドリクエスト、データロード、ファイルアクセスなど) を許可される外部のリソースやシステムを定義している。この許可リストは、アプリケーション層、Web サーバ、ファイアウォール、または複数の層の組み合わせで実装できる。,2
V13,構成,V13.2,バックエンド通信構成,V13.2.5,Web サーバまたはアプリケーションサーバはサーバがリクエストを送信したり、データやファイルをロードできるリソースやシステムの許可リストで構成されている。,2
V13,構成,V13.2,バックエンド通信構成,V13.2.6,アプリケーションが個別のサービスに接続する場合、最大並列接続数、最大許容接続数に達した際の動作、接続タイムアウト、再試行戦略など、各接続について文書化された構成に従っている。,3
V13,構成,V13.3,シークレット管理,V13.3.1,key vault などのシークレット管理ソリューションは、バックエンドシークレットを安全に作成、保管、アクセス制御、破棄するために使用している。これには、パスワード、鍵マテリアル、データベースやサードパーティシステムとの統合、時間ベースのトークンのための鍵やシード、その他の内部セキュリティ、API キーなどを含む。シークレットはアプリケーションのソースコードやビルド成果物に含めてはいけない。L3 アプリケーションでは、これには HSM などのハードウェア支援のソリューションを含む必要がある。,2
V13,構成,V13.3,シークレット管理,V13.3.2,シークレット資産へのアクセスは最小権限の原則に従っている。,2
V13,構成,V13.3,シークレット管理,V13.3.3,すべての暗号操作は、隔離されたセキュリティモジュール (vault やハードウェアセキュリティモジュールなど) を使用して実行され、鍵マテリアルがセキュリティモジュールの外部へ漏れないように安全に管理および保護している。,3
V13,構成,V13.3,シークレット管理,V13.3.4,シークレットはアプリケーションのドキュメントに基づいて有効期限が切れて入れ替えるように構成されている。,3
V13,構成,V13.4,意図しない情報漏洩,V13.4.1,アプリケーションは .git や .svn フォルダなどのソース管理メタデータなしでデプロイされるか、またはこれらのフォルダが外部からもアプリケーション自体からもアクセスできない方法でデプロイされる。,1
V13,構成,V13.4,意図しない情報漏洩,V13.4.2,デバッグ機能の露出や情報漏洩を防ぐため、本番環境ではすべてのコンポーネントでデバッグモードが無効になっている。,2
V13,構成,V13.4,意図しない情報漏洩,V13.4.3,Web サーバは、明示的に意図されていない限り、ディレクトリリストをクライアントに公開していない。,2
V13,構成,V13.4,意図しない情報漏洩,V13.4.4,潜在的な情報漏洩を避けるため、本番環境では HTTP TRACE メソッドの使用はサポートされない。,2
V13,構成,V13.4,意図しない情報漏洩,V13.4.5,ドキュメント (内部 API など) および監視エンドポイントは明示的に意図されない限り公開していない。,2
V13,構成,V13.4,意図しない情報漏洩,V13.4.6,アプリケーションはバックエンドコンポーネントの詳細なバージョン情報を公開していない。,3
V13,構成,V13.4,意図しない情報漏洩,V13.4.7,意図しない情報、構成、ソースコードの漏洩を防ぐために、Web 層が特定のファイル拡張子を持つファイルのみを処理するように構成されている。,3
V14,データ保護,V14.1,データ保護ドキュメント,V14.1.1,アプリケーションにより作成および処理されるすべての機密データが特定され、保護レベルに分類されている。これは Base64 や JWT 内のプレーンテキストペイロードなど、エンコードされているだけで簡単にデコードできるデータを含む。保護レベルでは、アプリケーションが準拠する必要のあるデータ保護やプライバシー規制を考慮する必要がある。,2
V14,データ保護,V14.1,データ保護ドキュメント,V14.1.2,文書化された保護要件一式がすべての機密データ保護レベルにある。これには一般的な暗号化、完全性検証、リテンション、データのログ記録方法、ログ内の機密データに関するアクセス制御、データベースレベルの暗号化、プライバシー、使用されるプライバシー強化技法に関連する要件、およびその他の機密性要件を含む必要がある (ただし、これらに限定されない)。,2
V14,データ保護,V14.2,一般的なデータ保護,V14.2.1,機密データが HTTP メッセージボディまたはヘッダフィールドでのみサーバに送信され、URL とクエリ文字列には API キーやセッショントークンなどの機密データが含まれない。,1
V14,データ保護,V14.2,一般的なデータ保護,V14.2.2,アプリケーションは機密データをロードバランサやアプリケーションキャッシュなどのサーバコンポーネントにキャッシュされないように防止している、もしくはデータを使用後に安全に削除している。,2
V14,データ保護,V14.2,一般的なデータ保護,V14.2.3,アプリケーションの制御外で望ましくないデータ収集を防ぐために、定義された機密データは信頼できないパーティ (ユーザトラッカーなど) には送信されない。,2
V14,データ保護,V14.2,一般的なデータ保護,V14.2.4,暗号化、完全性検証、保持、データのログ記録方法、ログ内の機密データへのアクセス制御、プライバシー、プライバシー強化テクノロジに関連する機密データに関するコントロールは、特定のデータの保護レベルに対するドキュメントで定義されているとおりに実装されている。,2
V14,データ保護,V14.2,一般的なデータ保護,V14.2.5,そのリソースの期待されるコンテンツタイプを持ち、機密性の高い動的コンテンツを含まないレスポンスのみをキャッシュするように、キャッシュメカニズムが設定されている。存在しないファイルがアクセスされる場合、Web サーバーは有効な別のファイルを返すのではなく 404 または 302 レスポンスを返す必要がある。これにより Web Cache Deception 攻撃を防ぐことができる。,3
V14,データ保護,V14.2,一般的なデータ保護,V14.2.6,アプリケーションは、アプリケーションの機能に必要な最小限の機密データのみを返している。たとえば、クレジットカード番号の一部の数字のみを返しており、番号全体は返していない。完全なデータが必要な場合は、ユーザが明示的に表示しない限り、ユーザインタフェースでマスクする必要がある。,3
V14,データ保護,V14.2,一般的なデータ保護,V14.2.7,機密情報はデータ保持分類の対象となり、古くなったデータや不要なデータは、定められたスケジュールに従って、または状況に応じて自動的に削除される。,3
V14,データ保護,V14.2,一般的なデータ保護,V14.2.8,ユーザーが保存に同意しない限り、ユーザーが送信したファイルのメタデータから機密情報が削除されている。,3
V14,データ保護,V14.3,クライアントサイドのデータ保護,V14.3.1,クライアントやセッションが終了した後、ブラウザ DOM などのクライアントストレージから認証データがクリアされる。'Clear-Site-Data' HTTP レスポンスヘッダフィールドで対応できるかもしれないが、セッションが終了した際にサーバ接続が利用できない場合にはクライアントサイドでもクリアできるようにする必要がある。,1
V14,データ保護,V14.3,クライアントサイドのデータ保護,V14.3.2,機密データがブラウザでキャッシュされないように、アプリケーションは十分なキャッシュ防止 HTTP レスポンスヘッダフィールド (つまり Cache-Control: no-store) を設定している。,2
V14,データ保護,V14.3,クライアントサイドのデータ保護,V14.3.3,ブラウザストレージ (localStorage、sessionStorage、IndexedDB、クッキーなど) に保存されるデータに、セッショントークンを除いて、機密データが含まれていない。,2
V15,セキュアコーディングとアーキテクチャ,V15.1,セキュアコーディングとアーキテクチャドキュメント,V15.1.1,アプリケーションドキュメントでは、脆弱性があるサードパーティコンポーネントのバージョンやライブラリ全般の更新について、リスクに基づく修復時間枠を定義して、これらのコンポーネントからのリスクを最小限に抑えている。,1
V15,セキュアコーディングとアーキテクチャ,V15.1,セキュアコーディングとアーキテクチャドキュメント,V15.1.2,使用しているすべてのサードパーティライブラリについて、ソフトウェア部品表 (SBOM) などのインベントリカテゴリを保守している。コンポーネントは事前定義済みで信頼でき、継続的に保守されているリポジトリから取得している。,2
V15,セキュアコーディングとアーキテクチャ,V15.1,セキュアコーディングとアーキテクチャドキュメント,V15.1.3,アプリケーションドキュメントでは、時間のかかる機能やリソースを必要とする機能を特定している。これには、この機能の過剰使用による可用性の損失を防ぐ方法や、レスポンスの構築にコンシューマのタイムアウトよりも長い時間がかかる状況を避ける方法を含む必要がある。可能性のある防御策としては、非同期処理、キューの使用、ユーザごとおよびアプリケーションごとの並列処理の制限などがある。,2
V15,セキュアコーディングとアーキテクチャ,V15.1,セキュアコーディングとアーキテクチャドキュメント,V15.1.4,アプリケーションドキュメントでは「リスクのあるコンポーネント」とみなされるサードパーティライブラリを強調している。,3
V15,セキュアコーディングとアーキテクチャ,V15.1,セキュアコーディングとアーキテクチャドキュメント,V15.1.5,アプリケーションドキュメントでは「危険な機能」が使用されているアプリケーションのパーツを強調している。,3
V15,セキュアコーディングとアーキテクチャ,V15.2,セキュリティアーキテクチャと依存関係,V15.2.1,アプリケーションは、文書化された更新および修復の時間枠に違反していないコンポーネントのみを含む。,1
V15,セキュアコーディングとアーキテクチャ,V15.2,セキュリティアーキテクチャと依存関係,V15.2.2,アプリケーションは、これに関する文書化されたセキュリティ上の決定と戦略に基づいて、時間のかかる機能やリソースを必要とする機能による可用性の損失に対する防御策を実装している。,2
V15,セキュアコーディングとアーキテクチャ,V15.2,セキュリティアーキテクチャと依存関係,V15.2.3,本番環境にはアプリケーションの機能に必要な機能のみを含み、テストコード、サンプルスニペット、開発機能などの不要な機能を公開していない。,2
V15,セキュアコーディングとアーキテクチャ,V15.2,セキュリティアーキテクチャと依存関係,V15.2.4,サードパーティコンポーネントとそのすべての推移的依存関係は、内部所有であるか外部ソースであるかに関わらず、想定されたリポジトリから組み込まれており、依存関係攪乱攻撃のリスクはない。,3
V15,セキュアコーディングとアーキテクチャ,V15.2,セキュリティアーキテクチャと依存関係,V15.2.5,アプリケーションは、「危険な機能」を含む、あるいは「リスクのあるコンポーネント」とみなされるサードパーティライブラリを使用していると文書化されているアプリケーションのパーツに対して、追加の保護を実装している。これは、サンドボックス化、カプセル化、コンテナ化、ネットワークレベルの分離などの技法を含み、アプリケーションの一部分を侵害した攻撃者がアプリケーションの他の部分に侵入するのを遅らせたり阻止する。,3
V15,セキュアコーディングとアーキテクチャ,V15.3,防御的コーディング,V15.3.1,アプリケーションはデータオブジェクトからフィールドの必要なサブセットのみを返す。たとえば、個別のフィールドの中にはユーザーがアクセスすべきではないものがあるため、データオブジェクト全体を返すべきではない。,1
V15,セキュアコーディングとアーキテクチャ,V15.3,防御的コーディング,V15.3.2,アプリケーションバックエンドが外部 URL を呼び出す場合、意図した機能でない限りリダイレクトに従わないように設定されている。,2
V15,セキュアコーディングとアーキテクチャ,V15.3,防御的コーディング,V15.3.3,アプリケーションには、コントローラやアクションごとに許可されるフィールドを制限することで、マスアサインメント攻撃から保護する対策がある。たとえば、そのアクションの一部となることを意図していないフィールド値を挿入または更新することはできない。,2
V15,セキュアコーディングとアーキテクチャ,V15.3,防御的コーディング,V15.3.4,すべてのプロキシとミドルウェアコンポーネントは、エンドユーザが操作できない信頼できるデータフィールドを使用してユーザのオリジナル IP アドレスを正しく転送し、アプリケーションと Web サーバは、動的 IP、VPN、企業のファームウェアによってオリジナル IP アドレスが信頼できない可能性があることを考慮して、ログ記録や、レート制限などのセキュリティ決定にこの正しい値を使用している。,2
V15,セキュアコーディングとアーキテクチャ,V15.3,防御的コーディング,V15.3.5,アプリケーションは変数が正しい型であることを明示的に保証し、厳密な等価演算と比較演算を実行している。これは、アプリケーションコードが変数の型について仮定することによって引き起こされる型ジャグリングや型コンフュージョンの脆弱性を回避するためである。,2
V15,セキュアコーディングとアーキテクチャ,V15.3,防御的コーディング,V15.3.6,JavaScript コードはオブジェクトリテラルの代わりに Set() や Map() を使用するなど、プロトタイプ汚染を防ぐ方法で記述している。,2
